Bénéficiaire,Adresse,Descriptif,Montant,Nom,Prénom,Département,Groupe,"Programme budgétaire",ID_Acteur
"Commune de Bucy le Long",,"Construction d'une bibliothèque",10000.00,KRABAL,Jacques,Aisne,RRDP,122-01,PA605084
"Commune de BUE",,"Travaux d'aménagement de la place de l'église et de ses abords",16500.00,FROMION,Yves,Cher,UMP,122-01,PA1379
"Commune de BUGNEIN",,"Restructuration de la Mairie",10000.00,LASSALLE,Jean,Pyrénées-Atlantiques,NI,122-01,PA1838
"Commune de Bugnéville",,,10000.00,"Groupe SRC",,"*(non rattaché à un département)",,122-01,NULL
"Commune de BUIRE-LE-SEC",,"Travaux de voirie",2000.00,FASQUELLE,Daniel,Pas-de-Calais,UMP,122-01,PA334149
"Commune de Bulgnéville (88140)","Commune de Bulgnéville (88140)","Réhabilitation de l'ancien cimetière et requalification de l'ancien lavoir du lac",10000.00,FRANQUEVILLE,Christian,Vosges,SRC,122-01,PA1362
"Commune de BULLION",,"Acquisition d'une épareuse",4000.00,"POISSON ",Jean-Frédéric,Yvelines,UMP,122-01,PA345937
"Commune de BULLY",,"Achat de mobilier pour la nouvelle mairie",5000.00,SALEN,Paul,Loire,UMP,122-01,PA2664
"Commune de BULLY-LES-MINES","""62 rue François Brasme
62160 Bully-les-Mines""","Achat matériel école",4000.00,BAYS,Nicolas,Pas-de-Calais,SRC,122-01,PA608158
"Commune de Burbure","Mairie 62151 Burbure","Réhabilitation d'une ancienne école en bâtiment à destination de la pratique musicale",10000.00,LEFAIT,Michel,Pas-de-Calais,SRC,122-01,PA1911
"Commune de BURCIN",,"Travaux assainissement 2ème tanche pour  collecte des eaux usées",12000.00,BARBIER,Jean-Pierre,Isère,UMP,122-01,PA606888
"Commune de BUREY en VAUX",,"Construction d’un bâtiment communal",7000.00,"PANCHER Bertrand",,Meuse,UDI,122-01,PA333421
"Commune de BUROS","""Mairie
Route de Morlaas
64160 BUROS""","Rénovation façades de l'église",5000.00,CHABANNE,Nathalie,Pyrénées-Atlantiques,SRC,122-01,PA608235
"Commune de BUSCHWILLER",,"Travaux d'aménagement de sécurité routière",15000.00,REITZER,Jean-Luc,Haut-Rhin,UMP,122-01,PA2529
"Commune de BUSSANG",,"Travaux de requalification de la place de la gare",35000.00,VANNSON,François,Vosges,UMP,122-01,PA2876
"Commune de Busseol",,"Travaux de voirie",7000.00,BACQUET,Jean-Paul,Puy-de-Dôme,SRC,122-01,PA334
"Commune de BUSSIERE-DUNOISE","23320 Bussière-Dunoise","Création d'un point accueil Culture et Services",20000.00,VERGNIER,Michel,Creuse,SRC,122-01,PA2895
"Commune de Bussière-Saint-George ","Commune de Bussière-Saint-George (23600)","Dossier en attente",3000.00,VERGNIER,Michel,Creuse,SRC,122-01,PA2895
"Commune de BUSSY LE REPOS",,"Mise aux normes du logement communal",1500.00,FORT,Marie-Louise,Yonne,UMP,122-01,PA336576
"Commune de BUSSY-LE-CHÂTEAU",,"Rénovation de l'éclairage public de la commune",10000.00,APPARU,Benoist,Marne,UMP,122-01,PA333224
"Commune de BUSSY-SAINT-GEORGES",,"Jardins extraordinaires           ",5000.00,"RIHAN CYPEL",Eduardo,Seine-et-Marne,SRC,122-01,PA609292
"Commune de BUSSY-SAINT-MARTIN      ",,"Réfection des trottoirs rue de Champagne et rue du Met",5000.00,"RIHAN CYPEL",Eduardo,Seine-et-Marne,SRC,122-01,PA609292
"Commune de BUST",,"Réfection du mur d'enceinte de l'église",4000.00,HETZEL,Patrick,Bas-Rhin,UMP,122-01,PA608416
"Commune de BUTHIERS",,"Réalisation d'un revêtement en accompagnement des travaux de réfection des tranchées d'assainissement",20002.00,LACROUTE,Valérie,Seine-et-Marne,UMP,122-01,PA609245
"Commune de Butot","Commune de Butot","Réhabilitation de la mairie",20000.00,BOUILLON,Christophe,Seine-Maritime,SRC,122-01,PA267233
"Commune de BUYSSCHEURE",,"Tableaux Numériques",3625.00,ALLOSSERY,Jean-Pierre,Nord,SRC,122-01,PA607892
"Commune de BUZANCY",,"Création d'une aire de jeux sur le site du camping de la Samaritaine",3000.00,"WARSMANN ",Jean-Luc,Ardennes,UMP,122-01,PA2952
"Commune de Buzignargues","""Place de la Mairie
34160 Saint-Drézéry""","Construction d'un hagar pour les services techniques",15000.00,"DOMBRE COSTE",Fanny,Hérault,SRC,122-01,PA606573
"Commune de CABESTANY","Place des droits de l'Homme, 66330 Cabestany","aménagement salle de réunion",20000.00,CRESTA,Jacques,Pyrénées-Orientales,SRC,122-01,PA608310
"Commune de CABRESPINE","""r Six Ponts
11160 CABRESPINE""","AMENAGEMENT TOURISTIQUE SIGNALETIQUE",4000.00,PEREZ,Jean-Claude,Aude,SRC,122-01,PA2365
"Commune de CABRIES CALAS",,"Travaux de réhabilitation d'un ancien lavoir",23000.00,KERT,Christian,Bouches-du-Rhône,UMP,122-01,PA1761
"Commune de Cadolive","13950 Cadolive","Travaux d'intérêt local ",10000.00,LAMBERT,François-Michel,Bouches-du-Rhône,ECOLO,122-01,PA605518
"Commune de CAGNANO",,"Installation d'une climatisation réversible à la mairie",1500.00,GANDOLFI-SCHEIT,Sauveur,Haute-Corse,UMP,122-01,PA331146
"Commune de Cahagnes","""Le Bourg 
14240 Cahagnes""","Aménagement de la place du centre-bourg",3000.00,TOURRET,Alain,Calvados,RRDP,122-01,PA2828
"Commune de CAHAIGNES",,"Création table du souvenir",877.00,GILARD,Franck,Eure,UMP,122-01,PA267148
"Commune de CAILLA",,"Travaux de voirie",5000.00,"Groupe SRC",,"*(non rattaché à un département)",,122-01,NULL
"Commune de CALCATOGGIO",,"Achat d'un jet ski",4494.00,MARCANGELI,Laurent,Corse-du-Sud,UMP,122-01,PA605782
"Commune de CALLIAN",,"Rénovation de la toiture d'un bâtiment abritant les archives dans la commune",8000.00,"AUDIBERT TROIN",Olivier,Var,UMP,122-01,PA314
"Commune de Calonne sur La Lys","M. Gilles MOUQUET Maire 190 rue du Bois 62350 CALONNE SUR LA LYS","Achat de tables ergonomiques à destination des primaires",2022.00,SAINT-ANDRÉ,Stéphane,Pas-de-Calais,RRDP,122-01,PA608120
"Commune de CALUIRE ET CUIRE",,"Travaux des cours de tennis",30000.00,COCHET,Philippe,Rhône,UMP,122-01,PA267775
"Commune de Calvinet",CALVINET,"Aménagement terrain de pétanque",2000.00,CALMETTE,Alain,Cantal,SRC,122-01,PA605643
"Commune de CAMALES",,"mise en accessibilité  du foyer rural",4000.00,DUBIÉ,Jeanine,Hautes-Pyrénées,RRDP,122-01,PA608292
"Commune de CAMARSAC","Monsieur le Maire B. CROS - Hôtel de Ville - 12, Avenue Ector DORGAN - 33750 CAMARSAC","Réhabilitation de la salle des fêtes - 2ème tranche",9000.00,FAURE,Martine,Gironde,SRC,122-01,PA332015
"Commune de Cambayrac","Mairie 46140 Cambayrac","Restauration du four à pain et de la croix monumentale du bourg",1000.00,ORLIAC,Dominique,Lot,RRDP,122-01,PA332950
"Commune de CAMBES","Monsieur le Maire B. CUARTERO - Hôtel de Ville - 9, Route Saint Caprais - 33880 CAMBES","Travaux de voirie",10500.00,FAURE,Martine,Gironde,SRC,122-01,PA332015
"Commune de CAMBON d’ALBI ",,"Extension du cimetière",4000.00,"FOLLIOT Philippe",,Tarn,UDI,122-01,PA267673
"Commune de CAMBOULIT","46100 Camboulit","Halle contemporaine",5000.00,"Groupe SRC",,"*(non rattaché à un département)",,122-01,NULL
"Commune de CAMBOUNES  ",,"Travaux de l'église",5000.00,"FOLLIOT Philippe",,Tarn,UDI,122-01,PA267673
"Commune de Cambremer","""Christian Bosshard
aiaire
14340  CAMBREMER""","Bibliothèque communale",10000.00,VALTER,Clotilde,Calvados,SRC,122-01,PA605606
"Commune de CAMBRIN","""94 bis Bd Louis Lesage
62149 Cambrin""","Achat matériel école",4000.00,BAYS,Nicolas,Pas-de-Calais,SRC,122-01,PA608158
"Commune de CAMBRONNE LES CLERMONT",,"Acquisition d'un tracteur",5250.00,COURTIAL,Edouard,Oise,UMP,122-01,PA267743
"Commune de CAMBRONNE LES CLERMONT",,"Acquisition d'une débroussailleuse",4680.00,COURTIAL,Edouard,Oise,UMP,122-01,PA267743
"Commune de Camopie","HdV - Le Bourg 97330 ","Travaux d'intérêt local",15000.00,SERVILLE,Gabriel,Guyane,GDR,122-01,PA610667
"Commune de CAMPAGNE-LES-BOULONNAIS",,"Construction d'un quillier",2000.00,FASQUELLE,Daniel,Pas-de-Calais,UMP,122-01,PA334149
"Commune de CAMPIGNEULLE-LES-GRANDES",,"Travaux de voirie",3000.00,FASQUELLE,Daniel,Pas-de-Calais,UMP,122-01,PA334149
"Commune de CAMPIGNEULLE-LES-PETITES",,"Rénovation de la façade de l'église",2000.00,FASQUELLE,Daniel,Pas-de-Calais,UMP,122-01,PA334149
"Commune de CANAPPEVILLE","27400 Canappeville","Sol structure jeux",2000.00,DESTANS,Jean-Louis,Eure,SRC,122-01,PA606040
"Commune de CANARI",,"Réfection et carrelage terrasse mairie et peinture salle de la mairie",1500.00,GANDOLFI-SCHEIT,Sauveur,Haute-Corse,UMP,122-01,PA331146
"Commune de Canaules et Argentières","30350 CANAULES ET ARGENTIERES","Restauration du cimetière",5000.00,DUMAS,William,Gard,SRC,122-01,PA1193
"Commune de Cancon","Avenue de Quercy – 47290 CANCON","Remise aux normes de la piscine municipale",30000.00,GOUGET,Jean-Claude,Lot-et-Garonne,SRC,122-01,PA342997
"Commune de CANDE",,"Travaux de mise en sécurité de l'église St Denis",10000.00,LAFFINEUR,Marc,Maine-et-Loire,UMP,122-01,PA1790
"Commune de CANET D'AUDE",,"Rénovation MJC",20000.00,FABRE,Marie-Hélène,Aude,SRC,122-01,PA605349
"Commune de CANNES",,"Construction d'un réfectoire supplémentaire à l'école maternelle Maurice Alice",20000.00,BROCHAND,Bernard,Alpes-Maritimes,UMP,122-01,PA223837
"Commune de CANNET DES MAURES",,"Construction d'une passerelle",20000.00,COUVE,Jean-Michel,Var,UMP,122-01,PA951
"Commune de CANOHES","1, rue de la Mairie,  66680 Canohès","construction  Hôtel de Ville",20000.00,CRESTA,Jacques,Pyrénées-Orientales,SRC,122-01,PA608310
"Commune de Cantoin",,"Travaux d'intérêt local",9000.00,CENSI,Yves,Aveyron,UMP,122-01,PA267266
"Commune de CANY-BARVILLE","""25 place Robert Gabel
76450 Cany-Barville""","Réfection du Point Jeunes",8500.00,CHAUVEL,Dominique,Seine-Maritime,SRC,122-01,PA609222
"Commune de Caouennec-Lanvezeac","22300 Caouennec-Lanvezeac","Travaux de restauration du mobilier de l'église",8000.00,ERHEL,Corinne,Côtes-d'Armor,SRC,122-01,PA331282
"Commune de Capbreton","Place St Nicolas BM 125 40130 Capbreton","travaux école",30000.00,DUFAU,Jean-Pierre,Landes,SRC,122-01,PA1182
"Commune de Cappel",,"Aménagement et requalification rue Libération et carrefour RD656",20000.00,KALINOWSKI,Laurent,Moselle,SRC,122-01,PA607691
"Commune de CAPPELLE EN PEVELE",,"Travaux de restauration de protection extérieure des trois baies du cœur de l'église St Nicolas",3000.00,LAZARO,Thierry,Nord,UMP,122-01,PA1857
"commune de Capvern","Hautes Pyrénées","aménagement d'un club house",3000.00,GLAVANY,Jean,Hautes-Pyrénées,SRC,122-01,PA1496
"Commune de CARAMANY",,"Réfection de la toiture terrasse du foyer rural",2000.00,SIRE,Fernand,Pyrénées-Orientales,UMP,122-01,PA344492
"Commune de Carennac","""Le bourg
46 110 CARENNAC""","Éclairage public ",6000.00,LAUNAY,Jean,Lot,SRC,122-01,PA1844
"Commune de Carlucet","""Le bourg
46 500 CARLUCET""","Aménagements intérieurs bar restaurant ",10000.00,LAUNAY,Jean,Lot,SRC,122-01,PA1844
"Commune de Carlucet","""Le bourg
46 500 CARLUCET""","Aménagement extérieur et abords parking d'un bar restaurant",10000.00,LAUNAY,Jean,Lot,SRC,122-01,PA1844
"Commune de CARLUS ",,"Installation de projecteurs intérieurs de l’église",2000.00,"FOLLIOT Philippe",,Tarn,UDI,122-01,PA267673
"Commune de CARNETIN",,"Aménagement du cimetière et création d'un massif en pierre pour le village : ",4000.00,"RIHAN CYPEL",Eduardo,Seine-et-Marne,SRC,122-01,PA609292
"Commune de CARNOUX-EN-PROVENCE",,"Acquisition de matériel de projection numérique pour le cinéma de l'Artéa",15261.00,DEFLESSELLES,Bernard,Bouches-du-Rhône,UMP,122-01,PA1029
"Commune de CAROMB",,"Création d'un local à destination des boules",22000.00,AUBERT,Julien,Vaucluse,UMP,122-01,PA609726
"Commune de CARRIERES-SUR-SEINE",,"Réfection des volets de l'hôtel de ville",10000.00,LEQUILLER,Pierre,Yvelines,UMP,122-01,PA1954
"Commune de CASAGLIONE",," l'aménagement d'un accès en enrobés sur la route départementale 25 Liamone",1417.00,MARCANGELI,Laurent,Corse-du-Sud,UMP,122-01,PA605782
"Commune de CASAGLIONE",," l'acquisition d'ordinateurs pour l'école de Tiuccia",795.00,MARCANGELI,Laurent,Corse-du-Sud,UMP,122-01,PA605782
"Commune de CASAGLIONE",," le déplacement d'un poteau électrique situé place de la Fontaine",3743.00,"MARCANGELI ",Laurent,Corse-du-Sud,UMP,122-01,PA605782
"Commune de CASAGLIONE",," la mise en place d'une clôture rigide à côté du bâtiment de l'ancienne gendarmerie",1015.00,"MARCANGELI ",Laurent,Corse-du-Sud,UMP,122-01,PA605782
"Commune de CASAGLIONE",," le remplacement d'un poteau incendie à Tiuccia",1300.00,"MARCANGELI ",Laurent,Corse-du-Sud,UMP,122-01,PA605782
"Commune de CASAGLIONE",,"de réaliser l'acquisition de mobilier pour la cantine de l'école de Tiuccia",1344.00,"MARCANGELI ",Laurent,Corse-du-Sud,UMP,122-01,PA605782
"Commune de CASAGLIONE",,"de réaliser l'acquisition de mobilier pour la mairie annexe de Tiuccia",412.00,"MARCANGELI ",Laurent,Corse-du-Sud,UMP,122-01,PA605782
"Commune de CASCASTEL DES CORBIERES","""Grand'Rue
11360 CASCASTEL DES CORBIERES""","CREATION STADE MULTISPORTS JEUNESSE",13000.00,PEREZ,Jean-Claude,Aude,SRC,122-01,PA2365
"Commune de CASSAGNES BEGONHES",,"Travaux de revêtement piste aérodrome ",2000.00,MARC,Alain,Aveyron,UMP,122-01,PA267512
"Commune de Cassaniouze",CASSANIOUZE,"Restauration plan d’eau communal",15000.00,CALMETTE,Alain,Cantal,SRC,122-01,PA605643
"Commune de CASSEL",,"Tableaux Numériques",2995.00,ALLOSSERY,Jean-Pierre,Nord,SRC,122-01,PA607892
"Commune de CASSIS",,"Travaux d'aménagement intérieur de l'espace petite enfance",50000.00,DEFLESSELLES,Bernard,Bouches-du-Rhône,UMP,122-01,PA1029
"Commune de CASTANET","Mairie - 12240 CASTANET","Réhabilitation de la mairie",13000.00,MARCEL,Marie-Lou,Aveyron,SRC,122-01,PA330546
"Commune de CASTELLANE",,"Travaux d'intérêt local",11592.00,SAUVAN,Gilbert,Alpes-de-Haute-Provence,SRC,122-01,PA2693
"Commune de Castelnau Montratier","Mairie 46170 Castelnau Montratier","Aménagement de surface de l'avenue Foch",10000.00,ORLIAC,Dominique,Lot,RRDP,122-01,PA332950
"Commune de CASTELNAUD-LA-CHAPELLE","""Le Bourg
24250 Castelnaud-la-Chapelle""","Travaux d'intérêt local",17000.00,PEIRO,Germinal,Dordogne,SRC,122-01,PA2343
"Commune de CASTERA-LECTOUROIS","Mairie 32700 CASTERA-LECTOUROIS","Restauration de l'église.",10000.00,BIEMOURET,Gisèle,Gers,SRC,122-01,PA508
"Commune de CASTERA-VERDUZAN","Mairie 32410 CASTERA-VERDUZAN","Aménagement de la cantine scolaire.",30000.00,BIEMOURET,Gisèle,Gers,SRC,122-01,PA508
"Commune de CASTET EN DORTHE","""M SART Maire
28 Grande Rue
 33210 CASTET EN DORTHE""","Restructuration groupe scolaire : Restaurant scolaire",10000.00,SAVARY,Gilles,Gironde,SRC,122-01,PA606495
"Commune de Castillon du Gard","Mairie Place du 8 Mai (30210)","Opération d'aménagement vegetal d'un rond point dans le cadre de la formation professionnelle",2000.00,PRAT,Patrice,Gard,SRC,122-01,PA606225
"Commune de CATENOY",," Travaux de voirie",5000.00,COURTIAL,Edouard,Oise,UMP,122-01,PA267743
"Commune de Cattlar ",CATTLAR,"Travaux de voirie",5000.00,NEUVILLE,Ségolène,Pyrénées-Orientales,SRC,122-01,PA608328
"Commune de Caubiac",,"Remise en état la salle polyvalente ",20000.00,IBORRA,Monique,Haute-Garonne,SRC,122-01,PA331835
"Commune de Caubios-Loos","""Mairie 
Le  Bourg
64230 Caubios-Loos""","Travaux d'insonorisation du réfectoire de l'école ",1900.00,LIGNIERES-CASSOU,Martine,Pyrénées-Atlantiques,SRC,122-01,PA1979
"Commune de Caucalières","1 rue de la Mairie - 81 200 CAUCALIERES","travaux de sécurité",5000.00,GOURJADE,Linda,Tarn,SRC,122-01,PA609578
"Commune de Caudecoste","Place Armand Casse - 47220 Caudecoste","Remplacement de menuiserie de la salle polyvalente",7000.00,LOUSTEAU,Lucette,Lot-et-Garonne,SRC,122-01,PA607283
"Commune de CAUFFRY",,"Achat d'un tracteur",10000.00,COURTIAL,Edouard,Oise,UMP,122-01,PA267743
"Commune de CAUPENNE",,"Restauration de l'église Saint-Vincent (tranche 1 et 2)",20000.00,EMMANUELLI,Henri,Landes,SRC,122-01,PA1252
"Commune de CAUSSENS","32100 Caussens","Remise aux normes de la cuisine scolaire, du réfectoire et de la salle des fêtes",10000.00,"Groupe SRC",,"*(non rattaché à un département)",,122-01,NULL
"Commune de Cauville","""Le Bourg 
14770 Cauville""","mise aux normes de l'assainissement non collectif",2000.00,TOURRET,Alain,Calvados,RRDP,122-01,PA2828
"Commune de CAVAILLON",,"Travaux d'aménagement pour l'extension du parking de la gare SNCF",69250.00,BOUCHET,Jean-Claude,Vaucluse,UMP,122-01,PA336316
"Commune de CAYRES",,"Travaux d'aménagement de l'entrée sud du bourg",10000.00,VIGIER,Jean-Pierre,Haute-Loire,UMP,122-01,PA607090
"commune de Cazaux Fréchet","Hautes Pyrénées","mise en conformité des captages AEP",4000.00,GLAVANY,Jean,Hautes-Pyrénées,SRC,122-01,PA1496
"Commune de Céaucé",,"Création d'une médiathèque combinée à une agence postale",12000.00,PUEYO,Joaquim,Orne,SRC,122-01,PA608011
"Commune de CEMBOING",,"Travaux de restauration de l'église",5000.00,CHRETIEN,Alain,Haute-Saône,UMP,122-01,PA608662
"Commune de CENANS","M. GAVIGNET D - Maire 3 Place de la Mairie 70230 CENANS","Extension du réseau d'eau potable sur la commune",4000.00,VILLAUMÉ,Jean-Michel,Haute-Saône,SRC,122-01,PA334951
"Commune de CENDRECOURT",,"Remplacement du réseau unitaire d'assainissement",3000.00,CHRETIEN,Alain,Haute-Saône,UMP,122-01,PA608662
"Commune de CENSEREY",,"Achat panneaux d'agglomération et plaques de rue et mise en place",8000.00,SUGUENOT,Alain,Côte-d'Or,UMP,122-01,PA2775
"Commune de Cerbère","Mairie- 23, av du Général de Gaulle - 66290 Cerbère","Achat de locaux par la municipalité",4000.00,AYLAGAS,Pierre,Pyrénées-Orientales,SRC,122-01,PA608348
"Commune de CERCIER",,"Aménagement extérieur d'un local commercial",5000.00,SADDIER,Martial,Haute-Savoie,UMP,122-01,PA267527
"Commune de CERCOTTES",,"Travaux de construction d'une salle polyvalente",20000.00,GROUARD,Serge,Loiret,UMP,122-01,PA268051
"Commune de CERE-LA-RONDE",,"Projet d'équipement mobilier d'un cabinet médical secondaire",1000.00,GREFF,Claude,Indre-et-Loire,UMP,122-01,PA267459
"Commune de CERGY","""3 place de l'Hôtel de Ville 
95800 CERGY""","Réhabilitation de la cour d'école du groupe scolaire des Linandes",10000.00,LEFEBVRE,Dominique,Val-d'Oise,SRC,122-01,PA610594
"Commune de CERGY","""3 place de l'Hôtel de Ville
95800 CERGY""","Réhabilitation de la cour d'école du groupe scolaire Chemin du Puits",10000.00,LEFEBVRE,Dominique,Val-d'Oise,SRC,122-01,PA610594
"Commune de CERISIERS",,"Aménagement de la Salle des fêtes",2000.00,FORT,Marie-Louise,Yonne,UMP,122-01,PA336576
"Commune de Cerisy Buleux (80140)","4, rue Tournée","rénovation logement communal et changement porte mairie",4000.00,BUISINE,Jean-Claude,Somme,SRC,122-01,PA609535
"Commune de CERISY-LA-SALLE - EPHA La Pomme D'Or","M. le Maire Yves SIMON - 9, rue des juifs -  50210 CERISY-LA-SALLE","Achat d'un véhicule frigorifique pour le portage de repas à domicile",5000.00,TRAVERT,Stéphane,Manche,SRC,122-01,PA607395
"Commune de CERNAY",,"Réalisation d'une passerelle sur le canal usinier de la commune",12000.00,SORDI,Michel,Haut-Rhin,UMP,122-01,PA267013
"Commune de CERNAY L'EGLISE",,"Aménagement avenue Chanoine Cuenin",8000.00,BONNOT,Marcel,Doubs,UMP,122-01,PA267576
"Commune de CERNEUX",,"Projet de construction d'un bâtiment communal pour le stockage du matériel",15000.00,JACOB,Christian,Seine-et-Marne,UMP,122-01,PA1695
"Commune de CERNEX",,"Aménagement du site de St Jacques de Compostelle",5000.00,SADDIER,Martial,Haute-Savoie,UMP,122-01,PA267527
"Commune de CERQUEUX sous PASSAVANT",,"Aménagement de la place communale",8000.00,PIRON,Michel,Maine-et-Loire,UDI,122-01,PA267469
"Commune de Certilleux (88300)","Commune de Certilleux (88300)","Aménagement de voirie communale",5000.00,FRANQUEVILLE,Christian,Vosges,SRC,122-01,PA1362
"Commune de CERVON","58800 CERVON","Plaques de rues et numérotage habitations",2000.00,PAUL,Christian,Nièvre,SRC,122-01,PA2338
"Commune de CERZAT",,"Aménagement de la place du château de Chambon",9000.00,VIGIER,Jean-Pierre,Haute-Loire,UMP,122-01,PA607090
"Commune de CESSAC","Monsieur le Maire Jean GROUSSET - Hôtel de Ville - 24, Route de Cessac - 33760  CESSAC","Travaux de sauvegarde et de réhabilitation du site du lac de Laubesc",5000.00,FAURE,Martine,Gironde,SRC,122-01,PA332015
"Commune de CESSOY-EN-MONTOIS",,"Réfection de la voirie avec pose de bordures et caniveaux rue de la Fontaine basse",10000.00,JACOB,Christian,Seine-et-Marne,UMP,122-01,PA1695
"Commune de CESTAYROLS","81150 Cestayrols","""Travaux église """"Notre Dame du Roumanou""""""",5000.00,"Groupe SRC",,"*(non rattaché à un département)",,122-01,NULL
"Commune de CEYRAS","""Hôtel de Ville
34800 CEYRAS""","Réhabilitation de la Mairie",20000.00,MESQUIDA,Kléber,Hérault,SRC,122-01,PA267479
"Commune de Ceyrat","""1, rue Frédéric Brunmurol 
63120 Ceyrat""","Travaux d'intérêt local",4500.00,AUROI,Danielle,Puy-de-Dôme,ECOLO,122-01,PA608186
"Commune de CHAGNON  ",,"Aménagement du centre bourg historique",10000.00,"ROCHEBLOINE François ",,Loire,UDI,122-01,PA2597
"Commune de CHAILLES",,"Aménagement d'une rue sécurisant les usagers",5000.00,ROBILIARD,Denys,Loir-et-Cher,SRC,122-01,PA606991
"Commune de CHAILLEVETTE",,"Travaux d'aménagement de la place Chatressac",5000.00,QUENTIN,Didier,Charente-Maritime,UMP,122-01,PA2492
"Commune de CHAILLON",,"Travaux de restructuration de la mairie",7000.00,"PANCHER Bertrand",,Meuse,UDI,122-01,PA333421
"Commune de CHAINAZ-LES-FRASSE",,"Travaux de réfection de la salle des fêtes",5000.00,TARDY,Lionel,Haute-Savoie,UMP,122-01,PA335159
"Commune de CHAISE DIEU DU THEIL","27580 Chaise Dieu du Theil","Création gîte communal",10000.00,DESTANS,Jean-Louis,Eure,SRC,122-01,PA606040
"Commune de CHALANDRAY",,"Installation d'un city-stade",5000.00,COUTELLE,Catherine,Vienne,SRC,122-01,PA336421
"Commune de CHALANDRAY",,"Installations de toilettes écologiques",2000.00,COUTELLE,Catherine,Vienne,SRC,122-01,PA336421
"Commune de CHALANDRAY",,"Construction passive d'un foyer de jeunes",8500.00,COUTELLE,Catherine,Vienne,SRC,122-01,PA336421
"Commune de CHALEY",,"Mise en conformité de l'assainissement et du réseau d'eau",6500.00,ABAD,Damien,Ain,UMP,122-01,PA605036
"Commune de CHALIFERT ",,"Cafés natures",5000.00,"RIHAN CYPEL",Eduardo,Seine-et-Marne,SRC,122-01,PA609292
"Commune de CHALLAIN LA POTHERIE",,"Travaux de réhabilitation de la salle des tilleuls",10000.00,LAFFINEUR,Marc,Maine-et-Loire,UMP,122-01,PA1790
"Commune de CHALLES","2 route de Château du Loir 72250 CHALLES","Liaison douce",5000.00,KARAMANLI,Marietta,Sarthe,SRC,122-01,PA335054
"Commune de Chalmoux","""Mairie 
71 140 Chalmoux""","Programme divers à définir",10000.00,GUEUGNEAU,Edith,Saône-et-Loire,SRC,122-01,PA608684
"Commune de Chalonnes sur Loire","Hôtel de Ville - 49290 CHALONNES SUR LOIRE","Restauration de la Maison des Associations (changements de fenêtres)",3000.00,GOUA,Marc,Maine-et-Loire,SRC,122-01,PA333043
"Commune de CHALON-sur-SAONE",,"Réfection du Cloître",110000.00,SIRUGUE,Christophe,Saône-et-Loire,SRC,122-01,PA335017
"Commune de Chalus",,"Aménagement du bourg ",1000.00,BACQUET,Jean-Paul,Puy-de-Dôme,SRC,122-01,PA334
"Commune de CHALUS","""32 avenue François Mitterrand
87230 Chalus""","Construction d'une nouvelle école maternelle",10000.00,BOISSERIE,Daniel,Haute-Vienne,SRC,122-01,PA560
"Commune de Chamant",,"Aménagement abords de l'église",10000.00,WOERTH,Éric,Oise,UMP,122-01,PA2960
"Commune de Chamarande",CHAMARANDE,"Réhabilitation du bureau du maire",2000.00,PAUZOL,Michel,Essonne,SRC,122-01,PA609963
"Commune de CHAMBEIRE","Madame le Maire Martine BLIGNY - 17, Grand Rue - 21110 CHAMBEIRE","Installation d'une rampe d'accès handicapés au bâtiment mairie + isolation et rénovation des façades",10000.00,BOUZIANE,Kheira,Côte-d'Or,SRC,122-01,PA605830
"Commune de Chamberet",Chamberet,"Aménagement de la carrière de Scoeux ",3000.00,DESSUS,Sophie,Corrèze,SRC,122-01,PA605758
"Commune de CHAMBLET","Mairie Le Bourg 03170 CHAMBLET","Aménagement bourg -2ème tranche rond point",10000.00,LESTERLIN,Bernard,Allier,SRC,122-01,PA330130
"Commune de Chambly","Place de l'Hôtel de Ville 60230 CHAMBLY","Travaux d'extension et d'accessibilité à l a maison de la solidarité et à la salle Camille Desmoulins",130000.00,FRANÇAIX,Michel,Oise,SRC,122-01,PA1353
"Commune de Chamboulive",Chamboulive,"2ème Tranche des travaux d'aménagement du bourg ",3000.00,DESSUS,Sophie,Corrèze,SRC,122-01,PA605758
"Commune de Chambrecy",,"mise en accessibilité mairie et travaux voirie",10000.00,VAUTRIN,Catherine,Marne,UMP,122-01,PA267797
"Commune de Chambretaud",,"Création d'une petite unité de vie (marpa)",20000.00,BESSE,Véronique,Vendée,NI,122-01,PA309643
"Commune de CHAMELET",,"Aménagement de jardins familiaux",4000.00,VERCHERE,Patrice,Rhône,UMP,122-01,PA334843
"Commune de CHAMESOL",,"Mise en séparatif dernière partie (grande rue) et réhabilitation station épuration",5000.00,BONNOT,Marcel,Doubs,UMP,122-01,PA267576
"Commune de Champ du Boult","""Le Bourg 
14380 Champ du Boult""","Rénovation de la salle des fêtes ",5000.00,TOURRET,Alain,Calvados,RRDP,122-01,PA2828
"Commune de CHAMPAGNE-AU-MONT-D'OR",,"Financement de l'acquisition de tableaux numériques interactifs pour la commune",5000.00,VERCHERE,Patrice,Rhône,UMP,122-01,PA334843
"Commune de CHAMPDÔTRE",,"Travaux de réhabilitation salle à usages multiples",6780.00,DELATTE,Rémi,Côte-d'Or,UMP,122-01,PA267450
"Commune de Champetière","HdV - Lieudit Le Bourg 63600","Travaux voiries communale",7000.00,CHASSAIGNE,André,Puy-de-Dôme,GDR,122-01,PA267306
