nomAttribuant,idAttribuant,dateConvention,referenceDecision,idBeneficiaire,nomBeneficiaire,objet,montant,nature,conditionsVersement,datesPeriodeVersement,IdRAE,notificationUE,pourcentageSubvention;;
Conseil Départemental de la Vendée,22850001300658,2018-03-22,I-A 4,32416633900055,LES ARTS FLORISSANTS,subvention de fonctionnement de l'association pour l'année 2018,100 000,00,aide en numéraire,unique,2018-04-01_2018-12-31,,non,1;;
Conseil Départemental de la Vendée,22850001300658,2018-03-22,IV-H 2,39815096100033,Groupement des Agrobiologistes de Vendée,Pour : Augmentation des surface bio, renforcement des fermes bio, actions colleges et EHPAD,68 910,00,aide en numéraire,1er paiement : 50% au retour de la convention signée ; 2eme paiement (solde) selon justificatifs actions réalisées,2018-03-22_2019-12-31,,non,1;
Conseil Départemental de la Vendée,22850001300658,2018-03-22,IV-H 2,39882252800012,Confédération Générale de l'Agriculture,Aide pour le service de remplacement agriculteurs,43 210,00,aide en numéraire,1er paiement : 50% au retour de la convention signée ; 2eme paiement (solde) selon bilans,2018-03-22_2019-12-31,,non,1;
Conseil Départemental de la Vendée,22850001300658,2018-03-22,IV-H 2,49924912600024,Groupement de Défense Sanitaire Apicole de Vendée,Aide pour : prophylaxie/renouvellement des cadres, lutte contre la varroase, promotion et information, lutte contre le frelon asiatique,51 000,00,aide en numéraire,1er paiement : 50% au retour de la convention signée ; 2eme paiement (solde) selon justificatifs actions réalisées,2018-03-22_2019-12-31,,non,1;
Conseil Départemental de la Vendée,22850001300658,2018-03-22,IV-H 2,78644033900012,Groupement de Défense Sanitaire,Diagnostic et surveillance de la brucellose,56 700,00,aide en numéraire,1er paiement : 50% au retour de la convention signée ; 2eme paiement (solde) selon justificatifs actions réalisées,2018-03-22_2019-12-31,,non,1;
Conseil Départemental de la Vendée,22850001300658,2018-03-22,V-A 4,07220086800072,Théâtre Régional des Pays de la Loire,le fonctionnement et le festival de Noirmoutier,23 700,00,aide en numéraire,Un acompte correspondant a 50% du montant accordé sera versé des signature de la convention. Le solde, soit 50 %, sera versé apres production des documents prévus aux articles IV A) et VI de la convention.,2018-01-01_2018-12-31,,non,1;;
Conseil Départemental de la Vendée,22850001300658,2018-03-22,V-A 4,30885873700072,Association de Défense de l'Environnement en Vendée,abonder le budget de fonctionnement du bénéficiaire,58 500,00,aide en numéraire,Un acompte correspondant a 50% du montant accordé sera versé des signature de la convention. Le solde, soit 50 %, sera versé apres production des documents prévus aux articles IV A) et VI de la convention.,2018-01-01_2018-12-31,,non,1;;
Conseil Départemental de la Vendée,22850001300658,2018-03-22,V-A 4,32503421300059,Centre d'Information sur les Droits des Femmes et des Familles de la Vendée,abonder le budget de fonctionnement du bénéficiaire,27 000,00,aide en numéraire,Un acompte correspondant a 50% du montant accordé sera versé des signature de la convention. Le solde, soit 50 %, sera versé apres production des documents prévus aux articles IV A) et VI de la convention.,2018-01-01_2018-12-31,,non,1;;
Conseil Départemental de la Vendée,22850001300658,2018-03-22,V-A 4,33792953300038,Fédération Départementale Familles Rurales de Vendée,abonder le budget de fonctionnement global de la structure fédérale,95 000,00,aide en numéraire,Un acompte correspondant a 50% du montant accordé sera versé des signature de la convention. Le solde, soit 50 %, sera versé apres production des documents prévus aux articles IV A) et VI de la convention.,2018-01-01_2018-12-31,,non,1;;
Conseil Départemental de la Vendée,22850001300658,2018-03-22,V-A 4,38456806900049,Association Autrefois Challans, la Foire...,organisation des quatre jeudis de foire a l'ancienne,72 000,00,aide en numéraire,Un acompte correspondant a 50% du montant accordé sera versé des signature de la convention. Le solde, soit 50 %, sera versé apres production des documents prévus aux articles IV A) et VI de la convention.,2018-01-01_2018-12-31,,non,1;;
Conseil Départemental de la Vendée,22850001300658,2018-03-22,V-A 4,39020534200012,Union Générale Sportive de l'Enseignement Libre,le fonctionnement, la couverture de postes et les déplacements en championnats de France,40 000,00,aide en numéraire,Un acompte correspondant a 50% du montant accordé sera versé des signature de la convention. Le solde, soit 50 %, sera versé apres production des documents prévus aux articles IV A) et VI de la convention.,2018-01-01_2018-12-31,,non,1;;
Conseil Départemental de la Vendée,22850001300658,2018-03-22,V-A 4,39137459200023,Comité Départemental Olympique et Sportif de la Vendée,abonder le budget de fonctionnement du bénéficiaire,73 000,00,aide en numéraire,Un acompte correspondant a 50% du montant accordé sera versé des signature de la convention. Le solde, soit 50 %, sera versé apres production des documents prévus aux articles IV A) et VI de la convention.,2018-01-01_2018-12-31,,non,1;;
Conseil Départemental de la Vendée,22850001300658,2018-03-22,V-A 4,42978056200022,Association Festival de Poupet,le festival de Poupet,45 000,00,aide en numéraire,Un acompte correspondant a 50% du montant accordé sera versé des signature de la convention. Le solde, soit 50 %, sera versé apres production des documents prévus aux articles IV A) et VI de la convention.,2018-01-01_2018-12-31,,non,1;;
Conseil Départemental de la Vendée,22850001300658,2018-03-22,V-A 4,43510780000011,Association Sablaise pour la Promotion de la Culture,le festival Simenon,25 000,00,aide en numéraire,Un acompte correspondant a 50% du montant accordé sera versé des signature de la convention. Le solde, soit 50 %, sera versé apres production des documents prévus aux articles IV A) et VI de la convention.,2018-01-01_2018-12-31,,non,1;;
Conseil Départemental de la Vendée,22850001300658,2018-03-22,V-A 4,48879486800015,Office du Patrimoine Culturel Immatériel - Centre de ressources EthnoDoc,le fonctionnement et les rencontres régionales sur le patrimoine culturel immatériel,36 000,00,aide en numéraire,Un acompte correspondant a 50% du montant accordé sera versé des signature de la convention. Le solde, soit 50 %, sera versé apres production des documents prévus aux articles IV A) et VI de la convention.,2018-01-01_2018-12-31,,non,1;;
Conseil Départemental de la Vendée,22850001300658,2018-03-22,V-A 4,48929777000047,Maison Départementale des Associations de Vendée,abonder le budget de fonctionnement du bénéficiaire,100 000,00,aide en numéraire,Un acompte correspondant a 50% du montant accordé sera versé des signature de la convention. Le solde, soit 50 %, sera versé apres production des documents prévus aux articles IV A) et VI de la convention.,2018-01-01_2018-12-31,,non,1;;
Conseil Départemental de la Vendée,22850001300658,2018-03-22,V-A 4,77566502900184,Société Nationale de Sauvetage en Mer,abonder le budget de fonctionnement du bénéficiaire,32 000,00,aide en numéraire,Un acompte correspondant a 50% du montant accordé sera versé des signature de la convention. Le solde, soit 50 %, sera versé apres production des documents prévus aux articles IV A) et VI de la convention.,2018-01-01_2018-12-31,,non,1;;
Conseil Départemental de la Vendée,22850001300658,2018-03-22,V-A 4,77566502900184,Société Nationale de Sauvetage en Mer,le remplacement d'un semi-rigide a la station de l'Herbaudiere,25 000,00,aide en numéraire,Un acompte correspondant a 50% du montant accordé sera versé des signature de la convention. Le solde, soit 50 %, sera versé apres production des documents prévus aux articles IV A) et VI de la convention.,2018-01-01_2019-12-31,,non,1;;
Conseil Départemental de la Vendée,22850001300658,2018-03-22,V-A 4,77566669601658,Secours Catholique Délégation de Vendée,la rénovation du siege de la délégation départementale,50 000,00,aide en numéraire,Un acompte correspondant a 50% du montant accordé sera versé des signature de la convention. Le solde, soit 50 %, sera versé apres production des documents prévus aux articles IV A) et VI de la convention.,2018-01-01_2019-12-31,,non,1;;
Conseil Départemental de la Vendée,22850001300658,2018-03-22,V-A 6,49898234700011,Amicale des Conseillers Généraux de la Vendée,Subvention de fonctionnement,150 000,00,aide en numéraire,ACOMPTE 50% AU 15/02/2018 25% au 15/09/2018 25% au 15/12/2018,2018-02-15_2018-12-15,,non,1;;
Conseil Départemental de la Vendée,22850001300658,2018-03-22,V-B-1,49885596400017,AMICALE PERSONNEL PREFECTURE SERVICES DEPARTEMENT,Subvention pour le fonctionnement de l'association,126 000,00,aide en numéraire,unique,2018-03-30,,non,1;;
Conseil Départemental de la Vendée,22850001300658,2018-04-20,3 18,30091492600039,College Jean Yole,Equipement informatique,28 279,23,aide en numéraire,Echelonné,2018-05-01_2018-12-31,,non,1;;
Conseil Départemental de la Vendée,22850001300658,2018-04-20,3 18,31700303600033,College Villebois-Mareuil,Equipement informatique,25 020,00,aide en numéraire,Echelonné,2018-05-01_2018-12-31,,non,1;;
Conseil Départemental de la Vendée,22850001300658,2018-04-20,3 18,78835775400019,College Saint-Joseph,Equipement informatique,26 171,47,aide en numéraire,Echelonné,2018-05-01_2018-12-31,,non,1;;
Conseil Départemental de la Vendée,22850001300658,2018-05-18,2-10,39151919600011,ASSOCIATION CLIC DU LITTORAL LES SABLES D OLONNE,Participation financiere du Département au fonctionnement du CLIC pour l'année 2018.,63 803,83,aide en numéraire,Unique,2018-05-24,,non,1;;
Conseil Départemental de la Vendée,22850001300658,2018-05-18,2-10,45066321600015,ASSOCIATION CLIC EST VENDEE LA CHATAIGNERAIE,Participation financiere du Département au fonctionnement du CLIC pour l'année 2018.,37 678,33,aide en numéraire,Unique,2018-06-04,,non,1;;
Conseil Départemental de la Vendée,22850001300658,2018-05-18,2-10,45207050100021,ASSOCIATION CLIC COORDAGE CHALLANS,conditions et modalités de versement de la participation financiere du Département au fonctionnement du CLIC pour l'année 2018.,45 557,08,aide en numéraire,Unique,2018-05-24,,non,1;;
Conseil Départemental de la Vendée,22850001300658,2018-05-18,2-10,47995645000023,ASSOCIATION CLIC GUID AGE,Participation financiere du Département au fonctionnement du CLIC pour l'année 2018.,31 849,58,aide en numéraire,Unique,2018-05-24,,non,1;;
Conseil Départemental de la Vendée,22850001300658,2018-05-18,2-10,48988461900011,ASSOCIATION CLIC DU CANTON DE SAINT GILLES CROIX,Participation financiere du Département au fonctionnement du CLIC pour l'année 2018.,41 770,83,aide en numéraire,Unique,2018-05-24,,non,1;;
Conseil Départemental de la Vendée,22850001300658,2018-05-18,2-10,49881312000017,ASSOCIATION DE GESTION CLIC DU HAUT BOCAGE,Participation financiere du Département au fonctionnement du CLIC pour l'année 2018.,33 022,50,aide en numéraire,Unique,2018-05-24,,non,1;;
Conseil Départemental de la Vendée,22850001300658,2018-06-15,2-7,39320319500028,ENVIE ANJOU,Déploiement du dispositif Envie Autonomie sur le département de la Vendée,35 000,00,aide en numéraire,Unique,2018-07-20,,non,1;;
Conseil Départemental de la Vendée,22850001300658,2018-06-15,3-11,30037686000023,College Saint-Jacques,Loi Falloux,72 471,00,aide en numéraire,- Autre : 50% des la signature de la convention et solde au vu de l'état récapitulatif des travaux réalisés,2018-06-15_2022-06-15,,non,1;;
Conseil Départemental de la Vendée,22850001300658,2018-06-15,3-11,30091492600039,College Jean Yole,Loi Falloux,179 661,00,aide en numéraire,- Autre : 50% des la signature de la convention et solde au vu de l'état récapitulatif des travaux réalisés,2018-06-15_2022-06-15,,non,1;;
Conseil Départemental de la Vendée,22850001300658,2018-06-15,3-11,31381260400020,College Sacré-Coeur,Loi Falloux,104 417,00,aide en numéraire,- Autre : 50% des la signature de la convention et solde au vu de l'état récapitulatif des travaux réalisés,2018-06-15_2022-06-15,,non,1;;
Conseil Départemental de la Vendée,22850001300658,2018-06-15,3-11,31417437600025,College Sainte-Marie,Loi Falloux 2018,58 780,00,aide en numéraire,Autre : 50% des la signature de la convention et solde au vu d'un état récapitulatif des travaux,2018-06-15_2022-06-15,,non,1;;
Conseil Départemental de la Vendée,22850001300658,2018-06-15,3-11,31655013600022,College Notre-Dame de l'Espérance,Loi Falloux,105 870,00,aide en numéraire,Autre : 50% des signature de la convention et solde au vu d'un état récapitulatif des travaux,2018-06-15_2022-06-15,,non,1;;
Conseil Départemental de la Vendée,22850001300658,2018-06-15,3-11,31700303600033,College Villebois-Mareuil,Loi Falloux,180 204,00,aide en numéraire,- Autre : 50% des la signature de la convention et solde au vu de l'état récapitulatif des travaux réalisés,2018-06-15_2022-06-15,,non,1;;
Conseil Départemental de la Vendée,22850001300658,2018-06-15,3-11,31737355300039,College Les Sorbets,Loi Falloux,26 962,00,aide en numéraire,- Autre : 50% des la signature de la convention et solde au vu de l'état récapitulatif des travaux réalisés,2018-06-15_2022-06-15,,non,1;;
Conseil Départemental de la Vendée,22850001300658,2018-06-15,3-11,31737357900034,College Saint-Joseph,Loi Falloux,130 245,00,aide en numéraire,Autre : 50% des signature de la convention et solde au vu de l'état récapitulatif des travaux réalisés,2018-06-15_2022-06-15,,non,1;;
Conseil Départemental de la Vendée,22850001300658,2018-06-15,3-11,32548694200023,College Saint-Louis,Loi Falloux,88 250,00,aide en numéraire,- Autre : 50% des la signature de la convention et solde au vu de l'état récapitulatif des travaux réalisés,2018-06-15_2022-06-15,,non,1;;
Conseil Départemental de la Vendée,22850001300658,2018-06-15,3-11,32587797500046,College Saint-Gilles,Loi Falloux,120 746,00,aide en numéraire,- Autre : 50% des la signature de la convention et solde au vu de l'état récapitulatif des travaux réalisés,2018-06-15_2022-06-15,,non,1;;
Conseil Départemental de la Vendée,22850001300658,2018-06-15,3-11,33213892400029,College Saint-Martin,Loi Falloux,99 968,00,aide en numéraire,Autre : 50% des signature de la convention et solde au vu d'état récapitulatif des travaux,2018-06-15_2022-06-15,,non,1;;
Conseil Départemental de la Vendée,22850001300658,2018-06-15,3-11,48464556900019,College Saint-Joseph,Loi Falloux,169 492,00,aide en numéraire,- Autre : 50% des la signature de la convention et solde au vu de l'état récapitulatif des travaux réalisés,2018-06-15_2022-06-15,,non,1;;
Conseil Départemental de la Vendée,22850001300658,2018-06-15,3-11,48825428500015,College Saint-Gabriel Saint-Michel,Loi Falloux,210 800,00,aide en numéraire,- Autre : 50% des la signature de la convention et solde au vu de l'état récapitulatif des travaux réalisés,2018-06-15_2022-06-15,,non,1;;
Conseil Départemental de la Vendée,22850001300658,2018-06-15,3-11,77571475100010,College Sainte-Marie,Loi Falloux,60 787,00,aide en numéraire,- Autre : 50% des la signature de la convention et solde au vu de l'état récapitulatif des travaux réalisés,2018-06-15_2022-06-15,,non,1;;
Conseil Départemental de la Vendée,22850001300658,2018-06-15,3-11,77571516200019,College Notre-Dame-de-Bourgenay,Loi Falloux,83 886,00,aide en numéraire,- Autre : 50% des la signature de la convention et solde au vu de l'état récapitulatif des travaux réalisés,2018-06-15_2022-06-15,,non,1;;
Conseil Départemental de la Vendée,22850001300658,2018-06-15,3-11,77571516200027,College Amiral Merveilleux du Vignaux,Loi Falloux,71 814,00,aide en numéraire,- Autre : 50% des la signature de la convention et solde au vu de l'état récapitulatif des travaux réalisés,2018-06-15_2022-06-15,,non,1;;
Conseil Départemental de la Vendée,22850001300658,2018-06-15,3-11,78639423900028,College Saint-Joseph,Loi Falloux,105 084,00,aide en numéraire,- Autre : 50% des la signature de la convention et solde au vu de l'état récapitulatif des travaux réalisés,2018-06-15_2022-06-15,,non,1;;
Conseil Départemental de la Vendée,22850001300658,2018-06-15,3-11,78640165300013,College Saint-Pierre,Loi Falloux,67 866,00,aide en numéraire,- Autre : 50% des la signature de la convention et solde au vu de l'état récapitulatif des travaux réalisés,2018-06-15_2022-06-15,,non,1;;
Conseil Départemental de la Vendée,22850001300658,2018-06-15,3-11,78641573700026,College Notre-Dame du Port,Loi Falloux,26 580,00,aide en numéraire,- Autre : 50% des la signature de la convention et solde au vu de l'état récapitulatif des travaux réalisés,2018-06-15_2022-06-15,,non,1;;
Conseil Départemental de la Vendée,22850001300658,2018-06-15,3-11,78642086900038,College Sainte-Ursule,Loi Falloux,86 318,00,aide en numéraire,- Autre : 50% des la signature de la convention et solde au vu de l'état récapitulatif des travaux réalisés,2018-06-15_2022-06-15,,non,1;;
Conseil Départemental de la Vendée,22850001300658,2018-06-15,3-11,78642805200025,College Saint-Jacques la Foret,Loi Falloux,69 047,00,aide en numéraire,- Autre : 50% des la signature de la convention et solde au vu de l'état récapitulatif des travaux réalisés,2018-06-15_2022-06-15,,non,1;;
Conseil Départemental de la Vendée,22850001300658,2018-06-15,3-11,78643501600039,College Saint-Paul,Loi Falloux,47 509,00,aide en numéraire,- Autre : 50% des la signature de la convention et solde au vu de l'état récapitulatif des travaux réalisés,2018-06-15_2022-06-15,,non,1;;
Conseil Départemental de la Vendée,22850001300658,2018-06-15,3-11,78643692300035,College Puy Chabot,Loi Falloux,95 772,00,aide en numéraire,- Autre : 50% des la signature de la convention et solde au vu de l'état récapitulatif des travaux réalisés,2018-06-15_2022-06-15,,non,1;;
Conseil Départemental de la Vendée,22850001300658,2018-06-15,3-11,78643829100027,College Antoine de Saint-Exupéry,Loi Falloux,113 324,00,aide en numéraire,- Autre : 50% des la signature de la convention et solde au vu de l'état récapitulatif des travaux réalisés,2018-06-15_2022-06-15,,non,1;;
Conseil Départemental de la Vendée,22850001300658,2018-06-15,3-11,78644019800020,College Saint-Sauveur,Loi Falloux,59 603,00,aide en numéraire,- Autre : 50% des la signature de la convention et solde au vu de l'état récapitulatif des travaux réalisés,2018-06-15_2022-06-15,,non,1;;
Conseil Départemental de la Vendée,22850001300658,2018-06-15,3-11,78644696300054,College Richelieu,Loi Falloux,137 335,00,aide en numéraire,- Autre : 50% des la signature de la convention et solde au vu de l'état récapitulatif des travaux réalisés,2018-06-15_2022-06-15,,non,1;;
Conseil Départemental de la Vendée,22850001300658,2018-06-15,3-11,78646265500014,College Saint-Paul,Loi Falloux,72 322,00,aide en numéraire,- Autre : 50% des la signature de la convention et solde au vu de l'état récapitulatif des travaux réalisés,2018-06-15_2022-06-15,,non,1;;
Conseil Départemental de la Vendée,22850001300658,2018-06-15,3-11,78646732400038,College Saint-Jean Les Lauriers,Loi Falloux,103 402,00,aide en numéraire,- Autre : 50% des la signature de la convention et solde au vu de l'état récapitulatif des travaux réalisés,2018-06-15_2022-06-15,,non,1;;
Conseil Départemental de la Vendée,22850001300658,2018-06-15,3-11,78647877600036,College Saint-Nicolas,Loi Falloux,61 724,00,aide en numéraire,- Autre : 50% des la signature de la convention et solde au vu de l'état récapitulatif des travaux réalisés,2018-06-15_2022-06-15,,non,1;;
Conseil Départemental de la Vendée,22850001300658,2018-06-15,3-11,78835775400019,College Saint-Joseph,Loi Falloux,371 604,00,aide en numéraire,Autre : 50% des signatuer de la convention et solde au vu de l'état récapitulatif des travaux réalisés,2018-06-15_2022-06-15,,non,1;;
Conseil Départemental de la Vendée,22850001300658,2018-06-15,4-14,40827256500016,EARL GUILBAUD,Acquisition de matériel,23 442,27,aide en numéraire,unique,2019-01-01_2019-12-31,,non,1;;
Conseil Départemental de la Vendée,22850001300658,2018-06-15,4-14,44820966800012,EARL BEL AIR,Aide a l'acquisition de matériel nécessaire a l'agriculture biologique,25 060,40,aide en numéraire,unique,2020-01-01_2020-12-31,,non,1;;
Conseil DÃ©partemental de la VendÃ©e,22850001300658,2018-07-13,1-8,39743944900034,ComitÃ© d'Organisation de la FÃªte du Chrono des Herbiers,CHRONO DES HERBIERS 2018,27Â 000,00,aide en numÃ©raire,1er paiement : 50 % aprÃ¨s signature de la convention 2Ã¨me paiement : 50 % selon bilans financiers,2018-07-13_2019-12-31,,non,1;;
Conseil DÃ©partemental de la VendÃ©e,22850001300658,2018-09-14,1-14,75409925700018,ComitÃ© d'Organisation de l'Open de VendÃ©e,INTERNATIONAUX DE TENNIS 2018,160Â 000,00,aide en numÃ©raire,- 1er acompte de 75% versÃ© aprÃ¨s la notification de la convention - Solde de 25% aprÃ¨s rÃ©ception du compte-rendu financier et justificatifs,2018-09-19_2019-09-30,,non,1;;
"Conseil DÃ©partemental de la VendÃ©e,22850001300658,2018-09-14,2-3,82996142400019,Ateliers MÃ©ca Sud VendÃ©e,Participation du DÃ©partement au financement du conseil ""mobilitÃ©"" mis en oeuvre par la plateforme mobilitÃ©,25Â 000,00,aide en numÃ©raire,Subvention versÃ©e en une seule fois sur production d'un justificatif du lancement de l'activitÃ© et du recrutement du conseiller en mobilitÃ©.,2018-11-13,,non,1";;
Conseil DÃ©partemental de la VendÃ©e,22850001300658,2018-09-14,2-7,40523718100012,Association Jusqu'Ã  la Mort Accompagner La Vie,Subvention d'aide au fonctionnement de l'association Jusqu'Ã  La Mort Accompagner la Vie - VendÃ©e finanÃ§ant des activitÃ©s de formation et de sensibilisation des Ã©quipes dirigeantes des EHPAD de VendÃ©e.,29Â 000,00,aide en numÃ©raire,- Un acompte de 70% dÃ¨s la notification de la convention - Le solde de 30% sur prÃ©sentation du bilan financier de l'action et du rapport d'activitÃ© de l'annÃ©e 2018.,2018-10-01_2019-07-31,,non,1;;
